id,title,asset_path
1,tablet_care_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
16,tablet_care_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
31,tablet_care_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
46,tablet_care_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
61,tablet_care_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
83,tablet_care_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
211,tablet_care_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
421,tablet_care_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
481,tablet_care_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
646,tablet_care_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
961,tablet_care_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
1201,tablet_care_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
1471,tablet_care_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
1486,motivational_song_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
1540,motivational_song_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
1726,motivational_song_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
1774,motivational_song_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
1996,motivational_song_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
2056,motivational_song_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
2101,reading_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
2161,reading_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
2356,motivational_song_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
2407,motivational_song_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
2416,writing_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
2476,writing_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
2521,reading_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
2581,reading_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
2731,writing_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
2791,writing_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
2836,motivational_song_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
2896,motivational_song_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
3046,reading_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
3106,reading_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
3151,writing_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
3211,writing_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
3256,motivational_song_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
3316,motivational_song_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
3361,reading_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
3421,reading_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
3571,writing_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
3601,motivational_song_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
3631,writing_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
3653,motivational_song_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
3782,tablet_care_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
3792,finger_counting_5+4,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
3797,motivational_song_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
3802,literacy_audio_recording_words,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
3806,story_read_by_myself,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
3821,finger_counting_5+4,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
3824,number_identification,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
3857,literacy_audio_recording_words,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
3888,reading_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
3894,literacy_audio_recording_phrase,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
3900,finger_counting_5+4,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
3927,finger_counting_5+4,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
3945,numeracy_audio_recording_missing_number,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
3994,finger_counting_9-3,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4024,finger_counting_9-3,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4108,finger_counting_9-3,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4139,finger_counting_9-3,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4206,motivational_song_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4232,finger_counting_4+7,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4246,finger_counting_9+6,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4261,finger_counting_11+4,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4296,finger_counting_9+6,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4307,finger_counting_11+4,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4312,writing_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4318,qwerty,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4338,finger_counting_14-5,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4353,finger_counting_15-7,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4367,finger_counting_15-7,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4392,finger_counting_14-5,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4402,finger_counting_15-7,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4413,finger_counting_15-7,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4418,tablet_care_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4422,literacy_audio_recording_sentence,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4459,numeracy_audio_recording_numbers,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4549,finger_counting_14-5,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4562,finger_counting_15-7,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4604,finger_counting_14-5,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4614,finger_counting_15-7,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4630,motivational_song_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4646,finger_counting_9+6,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4675,finger_counting_16+3,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4701,finger_counting_9+6,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4724,finger_counting_16+3,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4736,reading_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4762,finger_counting_15-7,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4790,finger_counting_15-7,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4817,finger_counting_15-7,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4837,finger_counting_15-7,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4867,finger_counting_11+4,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4896,finger_counting_11+4,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4923,finger_counting_11+4,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4942,finger_counting_11+4,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4954,story_audio_recording,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4972,finger_counting_19-6,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4988,finger_counting_19-6,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
4995,literacy_audio_recording_nonwords,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
5025,finger_counting_19-6,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
5037,finger_counting_19-6,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
5054,tablet_care_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
5069,motivational_song_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
5095,number_lines_26+5,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
5107,finger_counting_18+7,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
5143,number_lines_26+5,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
5154,finger_counting_18+7,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
5160,writing_sw,onecourse-assets-sw-v3.0.1.tar.gz:assets/oc-video*
