team,village_id,week_end_date,tablet_serials_count,tablet_serials
ROBOTUTOR,115,2018-09-21,2,"['5B20001228', '6115000377']"
ROBOTUTOR,116,2018-09-21,4,"['5B20001177', '5B20001997', '6116001479', '6118001645']"
ROBOTUTOR,117,2018-09-21,7,"['5A27001466', '5B13002111', '6111001086', '6113000610', '6113000799', '6116002002', '6116002824']"
ROBOTUTOR,118,2018-09-21,4,"['5A29001382', '6116001493', '6116002497', '6118002290']"
ROBOTUTOR,119,2018-09-21,1,['6114000059']
ROBOTUTOR,121,2018-09-21,1,['6116001139']
ROBOTUTOR,122,2018-09-21,1,['5B20001363']
ROBOTUTOR,123,2018-09-21,6,"['5A27001075', '5A29000335', '5B12002824', '5B20001908', '6116000795', '6116002543']"
ROBOTUTOR,124,2018-09-21,1,['6116000781']
ROBOTUTOR,127,2018-09-21,8,"['5A27001459', '5B13000655', '6111002095', '6116001819', '6118002352', '6118003027', '6118003039', '6128000644']"
ROBOTUTOR,128,2018-09-21,9,"['5A27000711', '5A27001390', '5A28000952', '5C03000328', '6111002085', '6115000564', '6116001672', '6116002514', '6118002639']"
ROBOTUTOR,129,2018-09-21,6,"['5A22001012', '5B13000999', '6111000075', '6111002030', '6115001222', '6118002982']"
ROBOTUTOR,130,2018-09-21,1,['6115000404']
ROBOTUTOR,131,2018-09-21,3,"['5B12002459', '6118001663', '6118002875']"
ROBOTUTOR,132,2018-09-21,3,"['6111002082', '6116002251', '6118002735']"
ROBOTUTOR,133,2018-09-21,7,"['5B20001266', '5B20002348', '5B20002420', '6116001116', '6116001777', '6118001677', '6118001962']"
ROBOTUTOR,134,2018-09-21,5,"['5A28000383', '6115001489', '6116002163', '6116002623', '6118003300']"
ROBOTUTOR,135,2018-09-21,1,['6116001553']
ROBOTUTOR,137,2018-09-21,6,"['6111001715', '6111001752', '6116001232', '6116001335', '6116001956', '6118002987']"
ROBOTUTOR,138,2018-09-21,1,['5C03001014']
ROBOTUTOR,139,2018-09-21,3,"['5A22000485', '5A22001076', '6116002449']"
ROBOTUTOR,140,2018-09-21,6,"['5A21001028', '5A23001529', '5A29000947', '6115000523', '6116001267', '6129001284']"
ROBOTUTOR,141,2018-09-21,7,"['5A27001649', '6115001475', '6116001780', '6116002564', '6116002816', '6118003290', '6118003419']"
