team,village_id,week_end_date,tablet_serials_count,tablet_serials
ROBOTUTOR,114,2018-07-20,6,"['5A22000679', '5A27001967', '5A29000653', '6111001995', '6116001034', '6118001647']"
ROBOTUTOR,115,2018-07-20,5,"['5A23002191', '5A23002701', '5B23001060', '6116001756', '6118003077']"
ROBOTUTOR,116,2018-07-20,9,"['5B20001177', '5B20001289', '5B20001977', '5B20002032', '6111001658', '6116001649', '6116002729', '6118001645', '6118002617']"
ROBOTUTOR,117,2018-07-20,10,"['5A27001466', '5A28000198', '5B20001222', '6109000863', '6112001529', '6113000610', '6115000397', '6116001243', '6118001764', '6118002332']"
ROBOTUTOR,118,2018-07-20,3,"['5A29001382', '6115001325', '6116002152']"
ROBOTUTOR,119,2018-07-20,1,['6111000054']
ROBOTUTOR,120,2018-07-20,6,"['5A28002152', '5B20001409', '5B20002370', '6115000510', '6116000839', '6118003610']"
ROBOTUTOR,121,2018-07-20,9,"['6109000660', '6111000190', '6111001754', '6115001358', '6116001139', '6116002510', '6118001689', '6118003109', '6118003165']"
ROBOTUTOR,122,2018-07-20,11,"['5A21001111', '5A22000806', '5A27001416', '5A28001748', '5B12003039', '5B20002248', '6111000647', '6111002047', '6115001506', '6116001096', '6118002311']"
ROBOTUTOR,123,2018-07-20,8,"['5B12003436', '5B20001410', '6116000795', '6116001644', '6116001929', '6116002543', '6118002238', '6118002835']"
ROBOTUTOR,124,2018-07-20,6,"['5A27001907', '6115001616', '6116001014', '6116001725', '6118002275', '6118002412']"
ROBOTUTOR,125,2018-07-20,5,"['5B12004661', '5B23001036', '6116001757', '6116002075', '6118002525']"
ROBOTUTOR,126,2018-07-20,5,"['5A23002589', '5A27001464', '5A28001127', '5B04000073', '6116001964']"
ROBOTUTOR,127,2018-07-20,11,"['5A27001459', '5A29000437', '5B04000109', '5B12004601', '5B13000655', '5B13002231', '6116001675', '6118002352', '6118003027', '6128000644', '6129001903']"
ROBOTUTOR,128,2018-07-20,11,"['5A27001390', '5A27001661', '5A28000952', '5B20002274', '6111001083', '6114000811', '6115000564', '6116001681', '6116002524', '6118002639', '6118003046']"
ROBOTUTOR,129,2018-07-20,3,"['5A27002228', '5B20002371', '6118002648']"
ROBOTUTOR,130,2018-07-20,2,"['5A27001932', '6115000404']"
ROBOTUTOR,131,2018-07-20,3,"['5B12002459', '6111000882', '6113001045']"
ROBOTUTOR,132,2018-07-20,7,"['5A22000957', '5A27000561', '5A27000600', '5A27001906', '5B20001267', '6118002735', '6118002866']"
ROBOTUTOR,133,2018-07-20,5,"['5B20001266', '6116002620', '6118001677', '6118001962', '6118002891']"
ROBOTUTOR,134,2018-07-20,7,"['5A28002324', '5B20001212', '5B20001324', '6116001671', '6116002526', '6118002232', '6118003565']"
ROBOTUTOR,135,2018-07-20,2,"['5A27001613', '6116002304']"
ROBOTUTOR,136,2018-07-20,3,"['5A27000972', '6116000805', '6118002570']"
ROBOTUTOR,137,2018-07-20,3,"['5B23001071', '6116001335', '6118002680']"
ROBOTUTOR,138,2018-07-20,3,"['5C01001557', '6116001624', '6118002645']"
ROBOTUTOR,139,2018-07-20,11,"['5A22000485', '5A27000023', '5A27000621', '5A27001518', '5B04000214', '5B20000601', '6116001985', '6116002582', '6118002090', '6118002857', '6118003232']"
ROBOTUTOR,140,2018-07-20,8,"['5A23001529', '5A29000606', '6115000523', '6116001018', '6116001520', '6116002257', '6118002144', '6118003134']"
ROBOTUTOR,141,2018-07-20,8,"['5A27001649', '5A28000070', '5A28002602', '6111001842', '6116001780', '6116002816', '6118003290', '6118003419']"
